Kinase,Score,dataset,rank,quartile
ERK7,0.0168249279621871,R3C3P6,91,4
ERK1,0.0141246426916063,R3C3P6,92,4
BRAF,0.0123337350737254,R3C3P6,93,4
ERK2,0.0123337350737254,R3C3P6,94,4
ARAF,0.0114410431213845,R3C3P6,95,4
CDC2/CDK1,0.0105501823333082,R3C3P6,96,4
CDK2,0.00966114521239857,R3C3P6,97,4
MAPK14,0.00877392430750515,R3C3P6,98,4
CaMK4,1.46852108295774,R4C1P1,1,1
AurA/Aur2,1.01772876696043,R4C1P1,2,1
PKG1,0.886056647693163,R4C1P1,3,1
PKC[gamma],0.866461091629782,R4C1P1,4,1
CHK2,0.84163750790475,R4C1P1,5,1
Akt2/PKB[beta],0.690369832574101,R4C1P1,6,1
Akt1/PKB[alpha],0.657577319177794,R4C1P1,7,1
PKC[delta],0.649751981665837,R4C1P1,8,1
PKN1/PRK1,0.619788758288394,R4C1P1,9,1
CK1[epsilon],0.555955204081924,R4C1P1,10,1
DYRK1A,0.554465548566287,R4C1P1,11,1
PKC[alpha],0.489454989793388,R4C1P1,12,1
PKC[theta],0.471083299722345,R4C1P1,13,1
MAPKAPK3,0.443697499232713,R4C1P1,14,1
p38[delta],0.441291429466834,R4C1P1,15,1
PAK1,0.438898616350944,R4C1P1,16,1
CK2[alpha]1,0.424812155072339,R4C1P1,17,1
CHK1,0.402304814074488,R4C1P1,18,1
COT,0.402304814074488,R4C1P1,19,1
PRKX,0.385102783966865,R4C1P1,20,1
JNK2,0.374687549038326,R4C1P1,21,1
PCTAIRE2,0.366531544420413,R4C1P1,22,1
AMPK[alpha]1,0.356547323513813,R4C1P1,23,2
PKC[zeta],0.350665141287858,R4C1P1,24,2
NuaK1,0.337258588390342,R4C1P1,25,2
SGK2,0.320572103387881,R4C1P1,26,2
PKC[eta],0.309803919971486,R4C1P1,27,2
PKC[epsilon],0.304518323509803,R4C1P1,28,2
p70S6K[beta],0.297569463554475,R4C1P1,29,2
DAPK3,0.292429823902064,R4C1P1,30,2
PKC[beta],0.290730039024169,R4C1P1,31,2
ERK1,0.290730039024169,R4C1P1,32,2
ANP[alpha],0.285670240254767,R4C1P1,33,2
p70S6K,0.277366077466188,R4C1P1,34,2
mTOR/FRAP,0.266000713461613,R4C1P1,35,2
MSK1,0.26440110030182,R4C1P1,36,2
RSK2,0.26440110030182,R4C1P1,37,2
ATR,0.262807357295263,R4C1P1,38,2
JNK3,0.258060922270801,R4C1P1,39,2
ERK2,0.254925208417942,R4C1P1,40,2
JNK1,0.253365801062421,R4C1P1,41,2
PKC[iota],0.250263684430939,R4C1P1,42,2
PKA[alpha],0.230622673923862,R4C1P1,43,2
CDKL1,0.230622673923862,R4C1P1,44,2
Pim2,0.221848749616356,R4C1P1,45,3
MAPKAPK2,0.211831628858832,R4C1P1,46,3
RSK3,0.211831628858832,R4C1P1,47,3
Pim1,0.209011524911184,R4C1P1,48,3
CDK10,0.199971186132017,R4C1P1,49,3
RSK1/p90RSK,0.199282921717615,R4C1P1,50,3
PKG2,0.18575240426808,R4C1P1,51,3
ERK5,0.181774106386044,R4C1P1,52,3
IKK[epsilon],0.175223537524454,R4C1P1,53,3
ROCK1,0.168770306132937,R4C1P1,54,3
CDK4,0.167491087293764,R4C1P1,55,3
CDK3,0.167491087293764,R4C1P1,56,3
CDK6,0.167491087293764,R4C1P1,57,3
IKK[beta],0.164943898279884,R4C1P1,58,3
TBK1,0.149966742310231,R4C1P1,59,3
Pim3,0.131943638176958,R4C1P1,60,3
RAF1,0.1249387366083,R4C1P1,61,3
ADCK3,0.122628654130226,R4C1P1,62,3
AurB/Aur1,0.120330794367946,R4C1P1,63,3
CK1[alpha],0.111259039317107,R4C1P1,64,3
p38[gamma],0.111259039317107,R4C1P1,65,3
PFTAIRE2,0.110138278741812,R4C1P1,66,4
TNIK/ZC2,0.108465762840982,R4C1P1,67,4
ROCK2,0.10790539730952,R4C1P1,68,4
CDK2,0.0990869322623309,R4C1P1,69,4
ARAF,0.0947439512515487,R4C1P1,70,4
BRAF,0.0947439512515487,R4C1P1,71,4
CDC2/CDK1,0.0883098412461389,R4C1P1,72,4
CDK5,0.0861861476162833,R4C1P1,73,4
CDK7,0.0777937225609836,R4C1P1,74,4
PRKY,0.0716041477432862,R4C1P1,75,4
CDKL5,0.0705810742857073,R4C1P1,76,4
ERK7,0.0634862575211067,R4C1P1,77,4
DAPK1,0.0535488464905648,R4C1P1,78,4
CDKL2,0.0525662781129492,R4C1P1,79,4
p38[beta],0.0409586076789064,R4C1P1,80,4
HGK/ZC1,0.035270100717169,R4C1P1,81,4
RSKL2,0.0268731294140291,R4C1P1,82,4
PKD1,0.0268721464003014,R4C1P1,83,4
CDK11,0.0268721464003014,R4C1P1,84,4
CDK9,0.0150228735845067,R4C1P1,85,4
MAPK14,0.0132282657337552,R4C1P1,86,4
Pim1,2.09691001300806,R4C1P2,1,1
PKG1,2,R4C1P2,2,1
PKC[alpha],1.92081875395238,R4C1P2,3,1
PKC[theta],1.92081875395238,R4C1P2,4,1
PKC[gamma],1.85387196432176,R4C1P2,5,1
CaMK4,1.85387196432176,R4C1P2,6,1
Pim3,1.55284196865778,R4C1P2,7,1
Pim2,1.46852108295774,R4C1P2,8,1
PKC[epsilon],1.39794000867204,R4C1P2,9,1
CK2[alpha]1,1.23657200643706,R4C1P2,10,1
AurA/Aur2,1.14266750356873,R4C1P2,11,1
PKC[eta],1.13076828026902,R4C1P2,12,1
Akt1/PKB[alpha],1.13076828026902,R4C1P2,13,1
PKC[delta],1.07572071393812,R4C1P2,14,1
MAPKAPK3,1.04575749056068,R4C1P2,15,1
Akt2/PKB[beta],1.0268721464003,R4C1P2,16,1
COT,1.01772876696043,R4C1P2,17,1
RSK3,0.98296666070122,R4C1P2,18,1
PKC[zeta],0.97469413473523,R4C1P2,19,1
CDK10,0.946938562996673,R4C1P2,20,1
MAPKAPK2,0.872895201635192,R4C1P2,21,1
RSK1/p90RSK,0.860120913598763,R4C1P2,22,1
NuaK1,0.819514058137032,R4C1P2,23,2
PKC[beta],0.812479279163537,R4C1P2,24,2
CK1[epsilon],0.779891911959945,R4C1P2,25,2
ADCK3,0.739928612014925,R4C1P2,26,2
IKK[beta],0.730487055782084,R4C1P2,27,2
AMPK[alpha]1,0.712198270069774,R4C1P2,28,2
PKA[alpha],0.681936665037238,R4C1P2,29,2
PCTAIRE2,0.6345120151091,R4C1P2,30,2
PAK1,0.623423042943488,R4C1P2,31,2
PKG2,0.623423042943488,R4C1P2,32,2
CDK3,0.616184634019569,R4C1P2,33,2
PFTAIRE2,0.575118363368933,R4C1P2,34,2
PKD1,0.555955204081924,R4C1P2,35,2
ROCK2,0.540607512240769,R4C1P2,36,2
RAF1,0.51427857351842,R4C1P2,37,2
CHK2,0.492144128304169,R4C1P2,38,2
CDK4,0.492144128304169,R4C1P2,39,2
CDK6,0.492144128304169,R4C1P2,40,2
MSK1,0.471083299722345,R4C1P2,41,2
RSK2,0.471083299722345,R4C1P2,42,2
PKC[iota],0.42712839779952,R4C1P2,43,2
CDK9,0.408935392973501,R4C1P2,44,2
CK1[alpha],0.404503778174426,R4C1P2,45,3
ANP[alpha],0.402304814074488,R4C1P2,46,3
PRKX,0.385102783966865,R4C1P2,47,3
mTOR/FRAP,0.382999658879101,R4C1P2,48,3
CDK5,0.378823718224965,R4C1P2,49,3
JNK2,0.372634143407267,R4C1P2,50,3
TNIK/ZC2,0.359528797000651,R4C1P2,51,3
p70S6K[beta],0.350665141287858,R4C1P2,52,3
TBK1,0.320572103387881,R4C1P2,53,3
IKK[epsilon],0.31695296176115,R4C1P2,54,3
BRAF,0.282329496997738,R4C1P2,55,3
ARAF,0.272458742971444,R4C1P2,56,3
RSKL2,0.269806696356896,R4C1P2,57,3
DAPK3,0.267606240177031,R4C1P2,58,3
CDKL1,0.259637310505756,R4C1P2,59,3
JNK3,0.250263684430939,R4C1P2,60,3
JNK1,0.248720896016658,R4C1P2,61,3
CDK11,0.238072161579471,R4C1P2,62,3
CDK7,0.207608310501746,R4C1P2,63,3
DYRK1A,0.205539369190996,R4C1P2,64,3
HGK/ZC1,0.204245095502673,R4C1P2,65,3
CDKL5,0.202040356262804,R4C1P2,66,4
ERK2,0.192464971931147,R4C1P2,67,4
p70S6K,0.181774106386044,R4C1P2,68,4
CDKL2,0.176525770829699,R4C1P2,69,4
ERK5,0.152427340857888,R4C1P2,70,4
SGK2,0.152427340857888,R4C1P2,71,4
AurB/Aur1,0.136677139879544,R4C1P2,72,4
ERK1,0.129596094720973,R4C1P2,73,4
ROCK1,0.122628654130226,R4C1P2,74,4
p38[gamma],0.119186407719209,R4C1P2,75,4
CDK2,0.114638779968488,R4C1P2,76,4
CDC2/CDK1,0.0947439512515487,R4C1P2,77,4
p38[delta],0.0925886392254138,R4C1P2,78,4
PRKY,0.0904439707588247,R4C1P2,79,4
DAPK1,0.0685433202780733,R4C1P2,80,4
p38[beta],0.0545314148681803,R4C1P2,81,4
MAPK14,0.0457574905606751,R4C1P2,82,4
ATR,0.0305840876460186,R4C1P2,83,4
CHK1,0.0287241512618947,R4C1P2,84,4
ERK7,0.00524305541237188,R4C1P2,85,4
PKN1/PRK1,0.00348832784582135,R4C1P2,86,4
