var1,var2,cor,statistic,p,method
SCZ_F_SCZ_M,SCZ_446_CTL_882,0.81,2193209.5817839834,1.1599999999999998e-98,Spearman
SCZ_F_SCZ_M,SCZ_547_CTL_554,0.78,2542059.83132533,6.0099999999999985e-87,Spearman
SCZ_F_SCZ_M,SCZ_552_CTL_686,0.81,2267581.485306286,5.379999999999998e-96,Spearman
SCZ_F_SCZ_M,SCZ_565_CTL_195,0.8,2340367.255902258,1.7699999999999997e-93,Spearman
SCZ_F_SCZ_M,SCZ_585_CTL_834,0.82,2158293.9893181925,5.969999999999999e-100,Spearman
SCZ_F_SCZ_M,SCZ_640_CTL_702,0.76,2778814.292554594,5.279999999999999e-80,Spearman
SCZ_F_SCZ_M,SCZ_69_CTL_901,0.69,3597434.84393901,1.61e-60,Spearman
SCZ_F_SCZ_M,SCZ_732_CTL_836,0.75,2930114.8466808125,6.409999999999998e-76,Spearman
SCZ_F_SCZ_M,SCZ_737_CTL_869,0.81,2182417.582445611,4.659999999999998e-99,Spearman
SCZ_F_SCZ_M,SCZ_802_CTL_676,0.8,2331779.6149316104,9.019999999999999e-94,Spearman
SCZ_F_SCZ_M,SCZ_929_CTL_346,0.76,2818514.3838602216,6.6e-79,Spearman
SCZ_F_SCZ_M,SCZ_930_CTL_111,0.83,2023674.2897819104,3.84e-105,Spearman
SCZ_F_SCZ_M,SCZ_931_CTL_524,0.8,2351350.7166147023,4.159999999999999e-93,Spearman
SCZ_F_SCZ_M,SCZ_94_CTL_46,0.8,2318216.2419124837,3.099999999999999e-94,Spearman
SCZ_F_SCZ_M,SCZ_CTL,0.92,979528.9229332568,1.0499999999999997e-165,Spearman
SCZ_F_SCZ_M,SCZ_F_CTL_F,0.85,1815162.0492210549,5.409999999999999e-114,Spearman
SCZ_F_SCZ_M,SCZ_F_SCZ_M,1,0,0,Spearman
SCZ_F_SCZ_M,SCZ_M_CTL_M,0.95,541088.4034370284,5.759999999999997e-217,Spearman
SCZ_M_CTL_M,C3N_C3NPC,0.78,2535913.0514326436,3.879999999999999e-87,Spearman
SCZ_M_CTL_M,C3N_D3N,0.8,2382019.875958843,4.439999999999999e-92,Spearman
SCZ_M_CTL_M,C3N_D3NPC,0.82,2144122.822569384,1.7699999999999998e-100,Spearman
SCZ_M_CTL_M,CTL_F_CTL_M,0.89,1348750.7372884757,1.2799999999999997e-138,Spearman
SCZ_M_CTL_M,CTL_SCZ,0.81,2265662.753851961,4.609999999999998e-96,Spearman
SCZ_M_CTL_M,Haloperidol_Control,0.75,2922726.6618706696,4.109999999999999e-76,Spearman
SCZ_M_CTL_M,SCZ_22_CTL_116,0.75,2925679.8170750253,4.909999999999999e-76,Spearman
SCZ_M_CTL_M,SCZ_225_CTL_874,0.69,3613778.775652502,3.46e-60,Spearman
SCZ_M_CTL_M,SCZ_291_CTL_846,0.68,3735394.566594284,8.940000000000001e-58,Spearman
SCZ_M_CTL_M,SCZ_331_CTL_167,0.76,2778586.2913409304,5.21e-80,Spearman
SCZ_M_CTL_M,SCZ_339_CTL_223,0.75,2990609.4200107125,2.3499999999999997e-74,Spearman
SCZ_M_CTL_M,SCZ_446_CTL_882,0.8,2348469.201643855,3.3299999999999993e-93,Spearman
SCZ_M_CTL_M,SCZ_547_CTL_554,0.76,2833856.7924083997,1.7299999999999999e-78,Spearman
SCZ_M_CTL_M,SCZ_552_CTL_686,0.8,2369467.9343407,1.6899999999999998e-92,Spearman
SCZ_M_CTL_M,SCZ_565_CTL_195,0.78,2559784.780663367,2.1099999999999998e-86,Spearman
SCZ_M_CTL_M,SCZ_585_CTL_834,0.79,2412695.6380857043,4.58e-91,Spearman
SCZ_M_CTL_M,SCZ_640_CTL_702,0.78,2612946.6870327336,8.599999999999999e-85,Spearman
SCZ_M_CTL_M,SCZ_69_CTL_901,0.68,3708075.1076614135,2.62e-58,Spearman
SCZ_M_CTL_M,SCZ_732_CTL_836,0.74,3061493.81886707,1.4299999999999997e-72,Spearman
SCZ_M_CTL_M,SCZ_737_CTL_869,0.78,2620376.7839182043,1.4299999999999997e-84,Spearman
SCZ_M_CTL_M,SCZ_802_CTL_676,0.77,2686250.72781551,1.2399999999999997e-82,Spearman
SCZ_M_CTL_M,SCZ_929_CTL_346,0.74,3104528.6298060375,1.6399999999999998e-71,Spearman
SCZ_M_CTL_M,SCZ_930_CTL_111,0.8,2318872.2391417553,3.2599999999999994e-94,Spearman
SCZ_M_CTL_M,SCZ_931_CTL_524,0.78,2557339.0690253708,1.78e-86,Spearman
SCZ_M_CTL_M,SCZ_94_CTL_46,0.81,2272742.3081992273,8.179999999999997e-96,Spearman
SCZ_M_CTL_M,SCZ_CTL,0.9,1230885.2096699707,2.609999999999999e-146,Spearman
SCZ_M_CTL_M,SCZ_F_CTL_F,0.8,2369428.915977958,1.6899999999999998e-92,Spearman
SCZ_M_CTL_M,SCZ_F_SCZ_M,0.95,541088.4034370284,5.759999999999997e-217,Spearman
SCZ_M_CTL_M,SCZ_M_CTL_M,1,1.3034866519490151e-9,0,Spearman
